sector,ebitdaMargins,profitMargins,grossMargins,revenueGrowth,operatingMargins,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,debtToEquity,returnOnEquity,totalCashPerShare,revenuePerShare,quickRatio,enterpriseToRevenue,enterpriseToEbitda,forwardEps,heldPercentInstitutions,priceToBook,shortRatio,beta,earningsQuarterlyGrowth,priceToSalesTrailing12Months,pegRatio,forwardPE,trailingPE,dividendYield,trailingPegRatio,R&D/Revenue,SGA/Revenue,Ticker
Technology,0.11156999,0.057490002,0.14795,0.074,0.08846,0.265,1.066,0.058379997,10,138.862,0.19794,4.183,95.561,0.859,1.344,12.047,6.97,0.81156,3.305209,1.67,0.853506,0.258,1.0100707,1.36,13.938308,17.924355,0.015700001,,,0.0626168984305115,LDOS
Consumer Cyclical,0.21857001,0.16329001,0.27144,0.236,0.21534,0.388,16.623,0.11566,14,22.158,0.22798,9.08,88.485,2.441,1.327,6.071,17.06,0.94389,1.3144149,2.99,1.497662,0.349,1.0143882,0.3,5.3241506,6.3651013,0.0089,,,0.08090760436636374,LEN
Healthcare,0.34789002,0.21515,0.76413,0.18,0.29496,-0.083,1.302,0.11108,,215.45,0.92237,4.249,30.578,0.793,8.955,25.742,7.49,0.84056,29.332321,1.8,0.362392,-0.081,8.6446,5.2,33.491325,38.29771,0.0150999995,,0.24799305617812697,0.23917880341323075,LLY
Financial Services,0.10217,0.07078,0.25998,-0.022,0.099180005,-0.165,1.97,0.00321,12,35.087,0.06217,37.657,98.508,0.398,0.733,7.172,11.14,0.8062,0.6076668,2.96,2.105454,-0.201,0.66580033,0.19,6.205565,9.915375,0.0248,,,0.14708412179597455,LNC
Basic Materials,0.32959,0.12425,0.43028998,0.141,0.17907,0.364,0.745,0.04058,15,31.265,0.08326,5.522,59.573,0.547,5.309,16.107,10.32,0.78221,3.440185,1.27,0.864246,0.332,4.951774,,28.82655,43.774277,0.014400001,,0.004643912577533855,0.09732731464943331,LIN
Communication Services,-0.07185,-0.23649,0.32933998,13.666,-0.18378,,1.179,-0.03607,12,3306.182,-2.4123101,21.016,17.669,1.046,7.569,-105.356,0.82,0.74698997,,7.14,1.32173,,7.4464045,-0.55,153.70732,,,,,0.887013493604588,LYV
Consumer Cyclical,0.13855,0.08055,0.40627,0.082,0.116009995,0.51,1.834,0.07572,9,63.571,0.18214001,1.382,42.798,0.684,1.614,11.652,3.99,0.98565,2.3783114,3.47,1.616623,0.468,1.0889761,0.45,12.037594,13.978462,0.0168,,,0.28150742594052885,LKQ
Industrials,0.13229,0.091309994,0.13438,-0.028,0.114259996,-0.635,1.421,0.09235,17,121.213,0.8289,9.888,238.615,1.177,1.64,12.394,26.28,0.74662,11.649786,1.67,0.92,-0.638,1.7021358,3.22,15.581811,18.862684,0.0309,,,-0.0036851279855653076,LMT
Financial Services,0.2327,0.11124,0.39391,-0.027,0.18254,0.709,0.469,0.020769998,1,47.637,0.09372,19.702,55.352,0.469,1.397,6.003,2.9,0.64361,0.88064384,1.89,0.938701,0.583,1.0691352,,21.32069,10.052024,0.0042,,,0.31739580843095067,L
Consumer Cyclical,0.15587,0.08625,0.33075002,0.027,0.13666001,2,1.193,0.16221,30,,6.57829,9.955,133.88,0.342,2.093,13.427,12.9,0.77269995,,2.06,1.294025,1.74,1.5508167,1.3,16.990698,19.11398,0.0123000005,,,0.19299753339955578,LOW
Communication Services,0.42404,-0.03827,0.56759,-0.054,0.20771,0.506,1.41,0.04287,10,269.606,-0.06143,0.62,18.521,0.277,2.108,4.97,1.58,0.82195,0.9302969,8.53,0.980739,0.486,0.5174581,-0.57,6.386076,,0.081499994,,,0.1604383932020085,LUMN
Basic Materials,0.19506,0.13903,0.19634001,0.874,0.16461,14.932,1.888,0.12029,24,127.938,0.59291,5.812,123.593,0.97,1.102,5.65,15.21,0.70395,2.770788,1.66,1.469336,14.714,0.79003954,0.11,6.4431295,5.7239647,0.047,,0.004071631895650921,0.03963535473642489,LYB
Financial Services,0.0,0.31173,0.0,0.185,0.42896,0.342,,0.01289,17,,0.11133,315.294,46.713,,-2.333,,11.63,0.87679,1.4928794,5.42,1.077922,0.331,3.9223506,0.9,15.737747,13.124193,0.0293,,,0.5107864360733698,MTB
Energy,0.52856,-0.00871,0.74156,0.884,0.03844,,0.987,0.0063099996,30,38.301,-0.00378,0.623,5.951,0.927,3.687,6.975,1.96,0.75462997,1.5990645,1.38,3.031688,,3.6174111,-5.52,11.163264,,0.0136,,,0.08263933376041,MRO
Energy,0.059959996,0.08085,0.0867,0.967,0.031719998,1.907,,,16,79.974,0.07715,22.843,189.986,,0.551,9.184,4.22,0.7486,1.6834558,2.44,1.949776,1.716,0.39117238,0.89,18.137442,5.372736,0.0312,,,0.021062506745481564,MPC
Financial Services,0.55658,0.36896,0.6947,-0.037,0.48249,-0.283,6.162,0.14729999,9,8.492,0.25836,13.503,18.635,5.712,19.643,35.292,7.89,0.98481005,13.668204,3.49,0.481849,-0.284,20.636944,11.8,48.076046,51.890564,0.0074,,,0.13574485192810368,MKTX
Consumer Cyclical,0.5798,0.16379999,0.76955,1.142,0.48439,1.184,0.497,0.03477,21,1163.943,0.8143,2.37,8.725,0.468,22.67,39.099,5.32,0.6121,61.855267,2.42,1.74961,1.2,19.919096,0.25,32.776314,122.10784,,,,0.48985370457763094,MAR
Financial Services,0.27986,0.1421,0.43463,0.155,0.23990999,0.694,1.183,0.08723,14,131.3,0.29463,2.769,37.633,1.1,5.033,17.985,6.73,0.91282,8.0749855,2.74,0.927272,0.699,4.110748,2.11,23.105497,29.395084,0.0128,,,,MMC
Basic Materials,0.29990998,0.1521,0.27745,0.179,0.21197,-0.136,6.655,0.052410003,21,87.174,0.12033,38.175,76.806,5.312,6.409,21.371,14.75,0.94388,3.7867794,2.47,0.697142,-0.135,5.022402,1.84,26.14983,33.108154,0.0055,,,0.06712393673427947,MLM
Industrials,0.14635,0.057589997,0.35358003,0.111,0.12833,-0.152,1.812,0.11795,15,2472.222,2.33833,3.499,32.398,1.162,2.393,16.348,4.14,0.95049006,,4.49,1.335064,-0.2,1.6830205,1.23,13.678744,31.08123,0.0134000005,,,0.18461324429604897,MAS
Financial Services,0.57505,0.45497,1.0,0.299,0.53643,0.616,1.331,0.17801,37,203.778,1.2762,7.039,17.927,0.917,20.629,35.874,10.53,0.76728,54.16642,1.23,1.139381,0.596,20.38745,1.73,35.05128,45.39852,0.0054,,,0.42866479315077444,MA
Communication Services,0.3172,0.19855,0.72619003,0.253,0.29854,-0.1,1.407,0.13956,19,,,1.848,10.444,1.214,14.602,46.033,2.58,1.00192,,4.73,,-0.071,11.33095,2.3,43.883724,60.095543,,,0.07101292242738061,0.33230933031791904,MTCH
Consumer Defensive,0.20477,0.12344,0.40008,0.083,0.17746,0.039,0.684,0.05741,12,125.387,0.18172,1.169,23.002,0.27,5.048,24.651,3.1,0.84797996,5.8632455,3.5,0.458701,0.031,4.1853657,4.71,31.035484,34.117023,0.0153,,0.012247156910003035,0.2147715708853302,MKC
Consumer Cyclical,0.49820998,0.32332,0.53709,0.145,0.41605,0.217,1.334,0.11328,34,,,5.765,30.191,1.204,10.882,21.843,10.14,0.68961996,,2.41,0.580259,0.22,8.274306,1.32,24.60059,25.716496,0.020599999,,,0.11687960099542893,MCD
Healthcare,0.01632,-0.01915,0.0504,0.095,0.01289,-0.517,0.989,0.032309998,13,,-1.26995,14.088,1597.143,0.484,0.176,10.802,22.03,0.88999003,,1.73,0.751688,-0.537,0.16751824,0.93,12.500227,,0.0076,,,0.037145087898987524,MCK
Healthcare,0.30181,0.14793,0.67627,0.026,0.21662001,1.694,2.913,0.045879997,25,49.125,0.09233,7.935,23.628,2.071,4.958,16.428,6.16,0.82773,2.7377841,1.28,0.810389,1.681,4.4753833,1.63,17.181818,30.519032,0.023699999,,0.08277716904074112,0.33047780323405385,MDT
Healthcare,0.40027002,0.13681,0.72669,0.204,0.33821,0.548,1.309,0.12133,24,73.728,0.26036,3.976,20.787,0.869,4.011,10.02,7.2,0.7463,5.3845067,1.38,0.494545,0.553,3.6645262,0.87,10.6,26.930134,0.0359,,0.19767054215110222,0.19527440930116263,MRK
Communication Services,0.48748,0.35880002,0.8085,0.351,0.4179,0.188,4.234,0.18568,52,9.912,0.32103002,20.877,39.588,3.939,7.479,15.343,14.23,0.8002,4.4081426,1.31,1.282818,0.172,5.212364,1.13,14.791286,15.062258,,,0.2145873320537428,0.21119060082591753,FB
Financial Services,0.11817,0.07821,0.28012,0.056,0.112320006,1.565,0.969,0.00641,12,157.915,0.07728,39.128,80.17,0.743,1.867,15.803,7.2,0.76134,0.83854157,1.59,1.25974,1.244,0.81907034,0.92,9.5222225,11.441922,0.0296,,,,MET
Healthcare,0.28908002,0.20848,0.58681,0.179,0.27122,0.304,1.244,0.20537001,10,1064.269,2.50535,7.991,155.224,0.786,10.839,37.495,37.32,0.95962,209.02815,3.25,1.034285,0.259,9.194595,2.73,38.78671,45.372536,,,0.04541133296404064,0.26190426027420793,MTD
Consumer Cyclical,0.13825,0.08663,0.4795,1.398,-0.00947,,1.956,-0.00118,13,209.416,0.05406,11.879,15.946,1.848,5.812,42.043,0.85,0.66890997,3.1031637,1.65,2.393246,,2.7124856,0.14,53.08235,36.18284,0.0002,,,0.5019347656449399,MGM
Technology,0.42808998,0.14954,0.64496005,0.3,0.25147,8.023,1.806,0.062090002,25,136.19,0.17362,0.567,11.736,1.022,7.326,17.114,4.91,0.91006,7.0198483,2.04,1.550969,8.746,6.212785,1.08,14.694502,63.12336,0.014199999,,0.15379523389232128,0.11222050603118565,MCHP
Technology,0.50606,0.24861999,0.41531,0.332,0.29005,1.873,3.101,0.093430005,35,16.435,0.17163,8.561,26.422,2.277,3.571,7.056,11.51,0.80306,2.1961682,1.21,1.144935,1.872,3.4075193,0.45,7.8279753,13.9452095,0.0021,,0.09611983396498827,0.03226854358419058,MU
Technology,0.48648998,0.38515,0.68864995,0.22,0.42143002,0.489,2.165,0.14589,42,51.938,0.49303,17.393,23.395,1.961,13.722,28.206,10.54,0.71769994,14.6877775,1.48,0.872727,0.476,12.66488,2.16,28.207779,33.259872,0.0075,,0.12324496692208843,0.15006425205844556,MSFT
Real Estate,0.55851,0.24825001,0.58701,0.069,0.2545,0.407,0.227,0.0247,17,75.063,0.073070005,0.259,15.183,0.05,17.787,31.847,3.3,0.93296,4.098364,3.26,0.678441,0.41,13.90465,8.33,63.609093,56.321438,0.0191,,,0.027925176878921373,MAA
Healthcare,0.65691,0.5968,0.68091005,30.65,0.64328,,1.348,0.372,15,5.758,1.09609,21.966,29.517,1.216,7.283,11.087,26.47,0.61162996,6.0536847,1.13,1.335722,,5.185927,0.54,5.717038,9.06602,,,,0.23433927271143087,MRNA
Consumer Cyclical,0.18180001,0.098570004,0.29853,0.094,0.12722,0.369,1.946,0.06241,14,30.789,0.12918,16.654,158.619,1.037,1.293,7.11,15.63,0.79032,1.1219554,1.43,1.494545,0.321,0.8817967,0.49,9.230327,2.8914526,,,,0.18511144608931326,MHK
Consumer Defensive,0.23095,-0.04461,0.41099,0.025,0.16073999,0.316,0.773,0.03551,19,55.598,-0.03281,2.84,45.869,0.425,1.784,7.724,4.11,0.90708,0.86462104,9.33,1.062857,0.321,1.1559545,3.34,12.875912,,0.014400001,,,0.24929562875492023,TAP
Consumer Defensive,0.21834,0.15702,0.3982,0.078,0.17813998,0.141,0.733,0.047280002,22,73.834,0.16312,2.438,20.092,0.472,3.873,17.739,3.1,0.7893,3.3620386,1.25,0.722597,0.124,3.283787,2.62,21.535484,21.254377,0.0211,,,0.2240698243105978,MDLZ
Technology,0.23341,0.19218999,0.56184,0.247,0.21007,0.22,4.676,0.10913,7,0.497,0.20434,16.099,24.216,3.628,19.837,84.987,8.53,0.96123004,18.292238,2.58,0.913766,0.238,19.259659,2.73,54.096134,103.46188,0.0049,,0.16294354208409714,0.1914496028193432,MPWR
Consumer Defensive,0.34689,0.2876,0.57065,0.132,0.33639,-0.031,4.702,0.16991,19,0.318,0.28101,5.55,10.053,4.061,9.186,26.481,2.94,0.65558,7.165735,1.58,1.086753,-0.03,8.423251,2.66,28.765305,29.569931,,,,0.25751689956895935,MNST
Financial Services,0.51633,0.35199,0.73848,0.125,0.47662997,0.024,1.523,0.13633001,15,307.865,0.97449,12.604,31.945,1.408,13.02,25.216,12.67,0.93353,24.762854,2.79,1.17974,0.015,10.081392,2.51,25.54854,29.000181,0.0064,,,0.22658722770433812,MCO
Financial Services,0.0,0.25159,0.89189005,0.065,0.39266998,0.111,,,,328.485,0.14382,324.59,33.476,,-0.864,,153.38,0.63833,1.7328594,1.46,1.451019,0.092,2.839285,0,0.6164428,12.0722685,0.0305,,,0.4991548824366162,MS
Basic Materials,0.24962,0.16344999,0.22719,0.435,0.18024999,,1.316,0.06192,21,39.496,0.18686001,2.224,28.92,0.617,1.717,6.879,7.03,0.80157,1.8027297,1.17,1.761558,,1.671837,1.11,7.045519,10.601456,0.0112,,,0.04279115841367474,MOS
Technology,0.28225002,0.1546,0.49421,0.128,0.22883,0.492,1.381,0.106680006,10,,,9.787,47.957,1.131,6.059,21.468,9.88,0.8835,,1.58,0.765714,0.498,4.6278276,2.05,22.530365,30.72464,0.0119,,0,0,MSI
Financial Services,0.57254004,0.35529,0.82517,0.216,0.54005,-0.06,1.817,0.14132,9,,,15.582,23.462,1.752,26.73,46.688,11.15,0.92350996,,2.02,0.974545,-0.068,21.840242,3.07,46.027805,62.282772,0.0062,,0.05960457475861011,0.1959183432720495,MSCI
Financial Services,0.3109,0.19599001,0.56468,-0.04,0.2684,0.07,0.982,0.0594,14,100.189,0.18642999,1.926,35.598,0.156,6.64,21.358,7.68,0.75434,4.5516114,3.32,0.83948,0.091,4.909499,2.11,22.489584,25.133877,0.0109,,,0.24098098453883063,NDAQ
Technology,0.21524,0.15573,0.67250997,0.106,0.18863001,0.607,1.774,0.08084,20,383.004,1.66873,20.497,27.187,1.628,3.189,14.815,5.51,0.94581,23.54289,4.49,1.20935,0.635,2.9448435,2.12,14.544464,19.484562,0.0212,,0.15337743732590528,0.3474930362116992,NTAP
Communication Services,0.23376,0.17639999,0.43218,0.163,0.22760001,0.833,1.17,0.10012,42,117.578,0.39387,16.992,64.657,1.032,9.511,40.687,13.09,0.83048,11.30329,2.92,0.84987,0.834,6.045676,1.29,29.854849,35.23578,,,0.07319554732954671,0.13221477820340938,NFLX
Consumer Defensive,0.13186,0.057579998,0.31976998,0.033,0.09997,-0.38,1.245,0.04476,12,141.582,0.15448,1.161,24.647,0.588,1.43,10.842,1.88,0.90623003,2.5262275,3.56,0.963636,-0.375,0.9780991,3.15,12.808511,17.078014,0.0403,,0.01534363345764518,0.22152370804475227,NWL
Basic Materials,0.49495998,0.16670999,0.53476,-0.087,0.30443,-0.996,2.67,0.057789996,1,26.806,0.07253,6.011,15.247,1.832,4.111,8.306,2.75,0.80476,2.3857207,1.51,0.258181,-0.996,4.4334593,,24.69091,26.763895,0.0361,,0.010611463860137426,0.031399495520570586,NEM
Communication Services,0.12612,0.04937,0.50826,0.126,0.08312,0.018,1.423,0.033010002,7,35.359,0.06623,3.689,16.987,1.191,1.479,11.724,1.03,0.98934,1.608316,2.02,1.361511,0.017,1.3174275,1.34,21.63107,26.843374,0.0093,,,0.3518914297926907,NWSA
Communication Services,0.12612,0.04937,0.50826,0.126,0.08312,0.018,1.423,0.033010002,,35.359,0.06623,3.689,16.987,1.191,1.486,11.78,,0.3507,1.6126472,5.3,1.361511,0.017,1.3099567,,,26.915663,0.0092,,,0.3518914297926907,NWS
Utilities,0.42733002,0.14399,0.50493,-0.087,0.17243,-0.633,0.468,0.0133299995,20,123.733,0.03873,0.353,8.369,0.222,14.071,32.927,2.74,0.78938,4.1310635,2.88,0.296502,-0.636,9.221509,3.6,28.160585,125.667755,0.018,,,-0.011112963271656387,NEE
Industrials,0.16139,0.122370005,0.57546,0.055,0.13844,12.912,1.679,0.041149996,12,185.758,0.047220003,1.51,17.885,1.402,2.096,12.99,1.8,1.08118,2.038283,10.02,1.415584,13.286,0.98429024,2.36,9.761111,8.048556,0.0112,,,0.2984101748807631,NLSN
Consumer Cyclical,0.17238002,0.13322,0.45981,0.01,0.15739,0.064,3.068,0.12352,34,85.252,0.48263,9.551,29.3,2.128,4.736,27.473,4.82,0.83712995,14.717422,1.27,0.961213,0.069,4.7444263,2.89,28.79668,36.430447,0.0083,,,0.28672145134491894,NKE
Utilities,0.35983002,0.11938,0.41867,0.163,0.20708,1.022,0.699,0.027449999,11,134.767,0.089820005,0.208,12.448,0.368,4.709,13.087,1.45,0.95089996,2.3828318,2.67,,0.966,2.3227592,5.77,19.986206,26.465752,0.0332,,,,NI
Industrials,0.3104,0.20337,0.56211,0.157,0.26817,0.553,2.455,0.109,6,36.389,0.24396999,2.933,42.069,1.482,5.533,17.825,9.61,0.71974,6.127182,2.83,0.977125,0.552,5.4133453,2.16,23.672218,29.391474,0.0092,,,0.30281063191275626,NDSN
Industrials,0.51284003,0.26843,0.51284003,0.138,0.40514,0.378,1.129,0.07165,24,103.449,0.2023,6.02,43.501,1,7.833,15.273,13.74,0.75498,4.563583,2.89,1.356817,0.323,5.833963,1.39,18.954147,22.414148,0.0147,,,,NSC
Financial Services,0.0,0.21587,0.0,0.109,0.30138,0.364,,0.008590001,15,,0.117539994,52.238,30.7,,4.167,,7.59,0.82488996,2.2206721,3.01,1.164675,0.344,3.826454,0.95,15.517786,18.577286,0.0223,,,0.6707386458716824,NTRS
Industrials,0.15285,0.124189995,0.20964001,-0.04,0.1192,0.126,1.466,0.06369,17,123.912,0.42268002,25.578,228.817,1.297,1.961,12.83,25.08,0.83259004,5.696745,2.25,0.812467,0.078,1.7308447,2.48,16.33453,14.450441,0.015800001,,,0.08829044267507269,NOC
Technology,0.47415,0.32949,0.85570997,0.105,0.43771,4.091,0.693,0.112770006,9,,,2.649,4.604,0.631,6.644,14.011,1.97,0.98253995,,4.75,1.081038,4.203,6.1550503,1.2,14.441625,19.01738,0.0188,,0.10466483731869855,0.30027440219521756,NLOK
Consumer Cyclical,0.0,0.0,0.0,22.486,-14.18175,,1.116,-0.08347,13,454.661,-1.05374,5.229,0.499,0.995,114.554,-11.619,-0.02,0.49903,2.5218172,1.22,2.698181,,48.151554,0.12,-982.5,,,,,0.5826606287326902,NCLH
Utilities,0.23245001,0.11111,0.31219998,1.353,0.1924,5.471,1.213,0.13147001,10,215.718,0.81204003,1.058,89.949,0.268,0.864,3.715,3.7,0.98450994,2.2803123,4.76,0.84,5.498,0.4233698,0.12,10.267568,3.8081398,0.0305,,0.0008797976465412955,0.10073683052897833,NRG
Basic Materials,0.24482,0.15857,0.26264998,1.093,0.21648,10.486,2.527,0.19094999,13,41.688,0.42227,7.038,105.234,1.271,1.204,4.919,16.72,0.81641,2.7690835,2.32,1.436883,10.001,1.1844696,0.14,7.7781105,7.8452077,0.0171,,,0.03067579399809073,NUE
Technology,0.40203,0.33806,0.64398,0.503,0.35454,0.83,7.145,0.15934,41,49.697,0.41939998,7.719,9.75,6.437,29.858,74.268,5.21,0.66827005,25.396341,0.44,1.366753,0.844,24.799887,1.71,46.366604,74.48967,0.0005,,0.2353223388305847,0.11466266866566717,NVDA
Consumer Cyclical,0.17566,0.13286,0.22403,0.203,0.17347,0.328,6.348,0.17451,4,53.357,0.40672,769.904,2493.812,3.524,2.113,12.029,396.77,0.85989,5.7253284,1.47,0.978701,0.295,1.8850075,3.66,12.3938055,15.9447565,,,,0.05699060042780502,NVR
Technology,0.33672002,0.14984,0.53793997,0.262,0.2204,,1.373,0.07053,28,137.593,0.20143,8.66,38.383,0.955,6.595,19.586,12.02,0.92973,7.676496,2.33,1.392727,,4.904015,1.01,16.156404,34.77171,0.0097,,0.19577333952624246,0.10044124477473293,NXPI
Consumer Cyclical,0.24094999,0.15847,0.52527,0.085,0.21601,0.141,0.762,0.14299,16,,7.17367,6.638,183.309,0.141,4.1,17.016,30.74,0.82558995,,1.51,0.991688,0.06,3.428982,1.93,21.29831,22.749577,,,,0.28953923277820065,ORLY
Energy,0.46368,-0.014730001,0.59626997,0.653,0.081070006,,1.085,0.014049999,25,176.321,0.00413,2.205,23.77,0.607,3.25,7.009,2.9,0.70841,3.9712968,2.26,2.383896,,1.6296188,0.42,13.358621,,0.0013,,,0.04851479588971868,OXY
Industrials,0.31135,0.19218001,0.37873,0.323,0.25886,0.444,2.394,0.17912,17,2.922,0.28689,4.91,42.333,2.281,8.205,26.352,10.29,0.73632,10.217252,2.29,1.023896,0.42,7.1028547,1.39,29.52478,37.567703,0.0023,,0,0,ODFL
Communication Services,0.15562001,0.09793,0.18178,0.071,0.14071,0.138,0.996,0.05056,13,155.585,0.40363997,20.847,65.957,0.84,1.314,8.444,6.41,0.9576,5.462207,6.95,0.83948,0.135,1.2621188,1.28,13.145086,13.124611,0.037100002,,,0.02737053093515348,OMC
Energy,0.22517,0.104329996,0.30136,1.086,0.17979999,0.253,0.951,0.06595,21,246.796,0.23832001,0.503,30.693,0.614,3.077,13.666,3.82,0.67151,4.8862424,2.79,1.771755,0.255,2.084671,1.83,16.753927,20.0313,0.059699997,,,0.09126421377432295,OKE
Technology,0.44465,0.24788,0.79958,0.057,0.38564,,1.646,0.092,23,,,8.552,14.754,1.446,7.084,15.932,5.26,0.43498,,2.33,0.807792,,4.92497,1.91,14.515208,21.549534,0.014400001,,0.16124410187998717,0.22075644161169988,ORCL
Healthcare,0.27596,0.19256,0.54379004,-0.008,0.25273,-0.411,1.384,,7,,,3.976,31.071,0.805,2.103,7.622,5.82,0.68977,,1.81,,-0.41,1.209174,-0.89,6.455326,6.287866,0.0355,,0.037549407114624504,0.20022233201581027,OGN
Industrials,0.17016001,0.087139994,0.29326,0.022,0.15597,0.158,1.322,0.12125,13,,,3.683,33.43,0.856,2.757,16.2,3.3,0.86203,,1.7,,0.12,2.332397,2.41,23.79091,28.049303,0.0125,,0.011120436424674779,0.13351517694782486,OTIS
Industrials,0.13578,0.07874,0.13442999,0.201,0.09738,0.258,1.312,0.04974,17,101.83,0.1697,13.858,67.632,1.027,1.693,12.468,6.75,0.64767,2.810087,1.49,0.938836,0.26,1.3535922,0.63,13.586666,18.268925,0.0143,,0.01377841452579042,0.023271533821097427,PCAR
Consumer Cyclical,0.20788,0.10109,0.23015,0.181,0.15409,0.801,2.314,0.08908,9,94.856,0.21962,18.991,78.528,1.745,1.979,9.522,9.33,0.92533994,3.9110203,2.88,0.922597,0.802,1.9202739,0.97,16.036442,19.057446,0.029000001,,,0.08069748580697486,PKG
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,PARA
Industrials,0.21511,0.1188,0.27993,0.121,0.17673999,-0.132,1.504,0.080010004,18,96.395,0.22874,3.814,118.663,0.515,2.951,13.719,19.53,0.83745,4.5103526,1.61,1.670313,-0.135,2.5042324,1.65,15.258063,20.77309,0.014199999,,,0.10826184654758553,PH
Industrials,0.43148,0.29527,0.70263,0.127,0.38806,0.213,1.27,0.11481,16,28.627,0.42571998,2.805,12.022,0.456,11.153,25.848,3.87,0.71976,13.720365,6.66,0.898181,0.219,9.879328,3.01,30.656332,33.704544,0.0197,,,0.3265874580950503,PAYX
Technology,0.25885,0.17311001,0.88024,0.304,0.22309,0.106,1.074,0.04125,16,12.27,0.23549,3.982,17.155,0.082,22.792,88.051,5.63,0.74508005,23.585133,2.93,1.474285,0.105,20.320086,3.34,59.61634,113.776276,,,0.10725024184903391,0.49191736963326893,PAYC
Financial Services,0.21124001,0.20086001,0.47824,0.132,0.17388001,0.07,1.298,0.038110003,45,43.902,0.24299999,11.313,20.932,0.337,8.994,42.578,5.27,0.81787,5.896046,1.01,1.164675,0.065,5.3053336,2.02,21.051233,26.674683,,,0.123147198657593,0.18322923464155869,PYPL
Consumer Cyclical,0.24584,0.07218,0.51297003,0.338,0.18273,-0.442,2.82,0.04006,17,377.626,0.13621001,16.149,34.413,2.676,3.229,13.133,2.35,0.80574995,2.5818388,2.23,2.503896,-0.393,1.5889071,0.08,21.378725,21.297161,,,,0.3125716042138207,PENN
Industrials,0.19708,0.14201,0.35919,0.214,0.17555,0.302,1.23,0.091400005,16,33.433,0.23118,1.047,21.513,0.679,3.499,17.755,3.75,0.96386003,4.1305118,5.35,1.074805,0.296,2.703459,1.2,15.562667,19.318108,0.0117,,0.025084498641394393,0.1707535290609053,PNR
Financial Services,0.0,0.31164,0.0,-0.143,0.42369998,,,0.00947,,,0.07803,0.758,4.6,,5.613,,1.09,0.75031,1.1863267,3.03,0.99453,,4.668361,1.27,19.422018,30.156694,0.0342,,,0.527923750643998,PBCT
Consumer Defensive,0.18109,0.10617,0.53927,0.116,0.15435,-0.03,0.945,0.079840004,21,258.017,0.55412996,4.954,55.546,0.654,3.574,19.735,6.74,0.73456,14.662139,2.62,0.650909,-0.029,3.0360925,2.85,24.982197,28.68484,0.0248,,0.010217131813789575,0.38533791849030863,PEP
Healthcare,0.38527,0.22409001,0.58388,0.21,0.32656,-0.293,1.966,0.094849996,12,76.001,0.22247,3.862,44.912,1.253,5.527,14.346,6.52,0.84005,3.3225121,3.76,1.063896,-0.277,4.571442,0.47,28.09816,18.277962,0.0015,,0.05429628484077039,0.24577945380933688,PKI
Healthcare,0.39382,0.28684,0.65414,1.344,0.32139,4.468,1.385,0.07777,,52.496,0.27747,5.292,12.407,1.088,4.565,11.592,49.43,0.67434,3.5374353,1.5,0.623376,4.545,3.8629618,0.01,0.96540564,13.630392,0.0293,,0.2118688555884318,0.25985492030161306,PFE
Consumer Defensive,0.45734,0.29247,0.68141,0.091,0.42511,0.049,0.998,0.2024,15,,,2.885,19.737,0.485,5.741,12.554,6.43,0.75947,,1.38,0.891948,0.052,5.3290224,1.44,16.36703,18.334496,0.0519,,,0.2555238028856207,PM
Energy,0.02236,0.011770001,0.087799996,0.996,0.009459999,,,,15,78.356,0.07569,6.613,254.37,,0.486,21.728,6.89,0.70845,2.0454547,2.93,1.504724,,0.33155838,-1.7,12.291728,,0.0417,,,0.0615652640042884,PSX
Utilities,0.42373002,0.15263,0.45169,0.043,0.2361,-0.023,1.036,0.02678,13,123.61,0.09701,0.228,33.195,0.377,4.096,9.667,3.93,0.86547995,1.3391246,2.31,0.275484,-0.019,2.168172,130.3,18.318066,14.275232,0.0505,,,-0.01570707631094887,PNW
Energy,0.30632,0.097679995,0.49343,1.672,0.15022,,0.626,0.04754,33,31.32,0.080240004,2.97,66.957,0.531,3.72,12.143,19.95,0.8659,2.4133213,3.18,1.838961,,3.9110568,0.18,11.492731,36.509552,0.012,,,0.03472815257614575,PXD
Financial Services,0.0,0.24218,0.0,0.277,0.37262002,-0.027,,0.011569999,21,,0.107200004,37.166,44.57,,6.075,,14.1,0.84879,1.6727744,3.23,1.344935,-0.03,4.5087194,-3.93,14.373758,19.922342,0.0232,,,0.576351449803293,PNC
Consumer Cyclical,0.15825,0.118090004,0.30079,0.239,0.15254,0.555,2.252,0.25125,7,60.183,0.76482004,2.219,126.972,0.783,4.422,27.942,16.67,0.94851995,18.282007,6.09,0.847272,0.551,3.5328748,2.14,26.95801,30.460924,0.0058,,,0.1676388620398753,POOL
Basic Materials,0.1534,0.08705,0.40742,0.186,0.12059,-0.231,1.336,0.06141,22,120.109,0.24354,5.518,68.886,0.859,2.884,18.798,8.22,0.81259,5.356695,2.32,1.154805,-0.222,2.04624,1.53,17.164232,23.708618,0.0138,,0.027396270059274253,0.24743385860922365,PPG
Utilities,0.56934,-0.1697,0.56819,0.08,0.39028,-0.264,2.619,0.04636,11,76.99,0.06164,6.35,10.148,2.412,3.713,6.522,1.61,0.67013,1.3782853,2.67,0.781298,-0.263,2.5431204,-1.54,16.41615,,0.0554,,,-0.03444196135138688,PPL
